age,career_span_years,peak_value_eur,value_cagr,value_multiplier_x,post_peak_decline_pct,goals,assists,minutes_played,days_missed,games_missed,sentiment_score,current_value_eur,performance_efficiency,injury_risk_index,is_at_peak,league_name_Bundesliga,league_name_La Liga,league_name_Ligue 1,league_name_Premier League,league_name_Serie A,trajectory_declining,trajectory_falling_sharply,trajectory_growing,trajectory_rising_star,trajectory_stable,sentiment_label_Negative,sentiment_label_Neutral,sentiment_label_Positive
-0.526010512,-0.453252449,0.156071082,-0.057383023,-0.49868531,-0.748713095,-0.42720132,-0.489144948,-0.491997097,0.815218151,1.196288129,1.787032843,0.461313552,-0.484223679,1.582949644,1.832081259,0,0,0,1,0,0,0,0,1,0,0,0,1
-0.526010512,-0.114842947,0.156071082,-0.057852556,-0.47129722,-0.748713095,-0.42720132,-0.489144948,-0.491997097,1.147535596,1.909141969,0.223405927,0.461313552,-0.484223679,1.981323205,-0.545827318,0,0,0,1,0,0,0,1,0,0,0,0,1
-0.363937163,-0.175153551,0.156071082,-0.056340171,0.487677199,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-0.710980484,-0.942273392,-0.294545489,0.461313552,-0.484223679,-0.24661782,-0.545827318,0,0,0,1,0,0,0,1,0,0,0,1,0
0.122282887,0.66249373,0.315841437,-0.058626911,-0.482252456,-0.285455965,-0.035757141,0.717460759,1.809115596,0.199815476,-0.16152871,2.656800315,0.461313552,0.259108544,-0.667022274,-0.545827318,0,0,0,1,0,0,0,1,0,0,0,0,1
-0.039790463,0.250371268,0.795152503,-0.057805276,-0.018657244,0.707310688,-0.42720132,-0.489144948,-0.491997097,2.37218692,2.99539544,1.269081427,0.461313552,-0.484223679,3.449403549,-0.545827318,0,0,0,1,0,0,0,0,0,1,0,0,1
-0.688083862,-0.811765485,0.315841437,-0.057779714,-0.612449453,-0.285455965,-0.42720132,-0.489144948,-0.491997097,1.584471495,1.603633181,1.14203674,0.461313552,-0.484223679,2.505110665,-0.545827318,0,0,0,1,0,0,0,1,0,0,0,0,1
-0.039790463,0.756310226,0.475611792,-0.058358222,-0.202778859,0.10084646,-0.196940038,-0.288043997,0.893556369,2.384494974,2.757777493,0.291814604,0.461313552,-0.254521219,-0.666665181,-0.545827318,0,0,0,1,0,0,0,1,0,0,0,0,1
-0.526010512,-0.453252449,0.156071082,-0.059380893,-0.655418835,-0.748713095,-0.42720132,-0.489144948,-0.491997097,0.618289295,0.856833919,-0.323863494,0.461313552,-0.484223679,1.346876423,1.832081259,0,0,0,1,0,0,0,0,1,0,0,1,0
-0.688083862,-0.165101784,0.156071082,-0.059201383,-0.648698396,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-0.138655996,0.110034658,-0.030683447,0.461313552,-0.484223679,0.439469979,1.832081259,0,0,0,1,0,0,0,0,1,0,0,0,1
-0.526010512,-0.657638385,0.315841437,-0.056999401,-0.504853384,-0.285455965,-0.42720132,-0.489144948,-0.491997097,-1.061760009,-1.010164234,-2.503168508,0.461313552,-0.484223679,-0.667123245,-0.545827318,0,0,0,1,0,0,0,1,0,0,1,0,0
-0.039790463,1.443180996,0.635382147,-0.058753183,-0.164412517,0.819430126,-0.42720132,-0.448924758,5.301730521,-0.194042237,-0.433092077,1.269081427,0.280526561,-0.471798191,-0.667095661,-0.545827318,0,0,0,1,0,1,0,0,0,0,0,0,1
-0.363937163,-0.041129986,1.274463568,-0.059095483,-0.623957054,1.649623595,-0.42720132,-0.489144948,-0.491997097,0.821372178,1.094451866,-0.84181491,0.280526561,-0.484223679,1.590326933,-0.545827318,0,0,0,1,0,1,0,0,0,0,0,1,0
-0.850157212,-1.012800833,0.156071082,-0.057063786,-0.605544893,-0.239079289,-0.42720132,-0.489144948,-0.491997097,-0.729442565,-0.53492834,1.073628062,0.280526561,-0.484223679,-0.268749684,-0.545827318,0,0,0,1,0,0,0,1,0,0,0,0,1
-0.363937163,-0.433148914,-0.003699274,-0.055546789,0.372601189,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-0.317122772,-0.229419552,1.464534791,0.280526561,-0.484223679,0.225528623,1.832081259,0,0,0,1,0,0,0,0,1,0,0,0,1
-0.201863813,-0.580574835,-0.003699274,-0.055770888,-0.145240854,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-0.754058672,-0.772546287,-0.441135513,0.280526561,-0.484223679,-0.298258837,1.832081259,0,0,0,1,0,0,0,0,1,0,0,1,0
-0.526010512,-0.369487721,0.156071082,-0.058377826,-0.605544893,-0.239079289,-0.42720132,-0.489144948,-0.491997097,0.796756071,0.721052235,-1.975444424,0.280526561,-0.484223679,1.56081778,-0.545827318,0,0,0,1,0,0,0,1,0,0,1,0,0
-0.201863813,0.005778261,0.475611792,-0.058355147,-0.524991686,0.52537142,-0.42720132,-0.489144948,-0.491997097,0.464438626,0.076089237,-0.275000153,0.280526561,-0.484223679,1.162444219,-0.545827318,0,0,0,1,0,0,0,0,0,1,0,1,0
-0.850157212,-0.547068944,0.315841437,-0.058446247,-0.620896032,0.177801164,-0.42720132,-0.489144948,-0.491997097,-0.120193916,0.110034658,1.74794217,0.280526561,-0.484223679,0.461601844,-0.545827318,0,0,0,1,0,0,0,1,0,0,0,0,1
-0.363937163,-0.356085364,0.315841437,-0.057264246,-0.346623871,0.456061222,-0.42720132,-0.489144948,-0.491997097,-0.089423782,0.042143816,0.878174698,0.172054366,-0.484223679,0.498488285,-0.545827318,0,0,0,1,0,0,0,0,0,1,0,0,1
-1.012230562,-1.126720863,0.315841437,-0.05249415,-0.241145201,0.641058294,-0.42720132,-0.489144948,-0.491997097,-0.009421434,0.279761763,0.682721333,0.09973957,-0.484223679,0.594393031,-0.545827318,0,0,0,1,0,0,0,0,0,1,0,0,1
-1.012230562,-1.1769797,-0.163469629,-0.054570244,-0.548006888,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-0.612516056,-0.53492834,-0.744088228,0.09973957,-0.484223679,-0.128581209,-0.545827318,0,0,0,1,0,0,0,1,0,0,0,1,0
-0.526010512,-0.453252449,-0.003699274,-0.057442411,-0.490468883,-0.182509936,-0.42720132,-0.489144948,-0.491997097,1.21522989,1.094451866,0.428631959,0.09973957,-0.484223679,2.062473375,-0.545827318,0,0,0,1,0,0,0,1,0,0,0,0,1
-0.039790463,0.324084228,-0.003699274,-0.05865574,-0.559514489,-0.182509936,-0.42720132,-0.489144948,-0.491997097,0.482900706,0.585270552,-1.418402335,0.09973957,-0.484223679,1.184576084,-0.545827318,0,0,0,1,0,0,0,1,0,0,1,0,0
-0.363937163,0.267124213,-0.163469629,-0.05766382,-0.049336508,-0.748713095,-0.42720132,-0.489144948,-0.491997097,0.30443393,0.313707184,0.584994651,0.09973957,-0.484223679,0.970634727,-0.545827318,0,0,0,1,0,0,0,1,0,0,0,0,1
0.770576286,2.230569441,1.434233924,-0.05861461,3.47965345,2.08281233,3.878684646,5.70476435,1.103279199,-0.877139207,-0.806491708,-0.685452218,0.09973957,2.999678047,-0.667101932,-0.545827318,0,0,0,1,0,1,0,0,0,0,0,1,0
-1.012230562,-1.920810486,-0.163469629,-0.040768697,-0.649941217,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-0.021729488,-0.53492834,-0.421590176,0.09973957,-0.484223679,0.579638454,1.832081259,0,0,0,1,0,0,0,0,1,0,0,1,0
-0.039790463,0.997552643,0.954922858,-0.058187745,1.063057247,1.629747877,0.401739294,0.033717525,1.620595513,0.772139964,1.196288129,0.291814604,0.09973957,0.209506643,-0.666963371,-0.545827318,0,0,0,1,0,1,0,0,0,0,0,0,1
-0.850157212,-1.079812615,-0.163469629,-0.049591808,0.25752518,-0.748713095,0.125425756,0.154378096,-0.227577323,-0.674056324,-0.568873761,0.878174698,0.09973957,1.133321787,-0.666853344,1.832081259,0,0,0,1,0,0,0,0,1,0,0,0,1
-0.039790463,0.568677235,-0.163469629,-0.058597505,-0.509640546,-0.748713095,-0.289044551,-0.167383426,0.948406956,2.218336251,2.010978232,2.539528296,0.09973957,-0.255299871,-0.666703866,-0.545827318,0,0,0,1,0,0,0,1,0,0,0,0,1
-0.039790463,0.840074954,-0.163469629,-0.057765491,1.178133257,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-0.532513708,-0.500982919,-0.499771522,0.09973957,-0.484223679,-0.032676463,-0.545827318,0,0,0,1,0,0,0,1,0,0,0,1,0
0.284356236,0.883632612,-0.163469629,-0.059207149,-0.626258574,-0.748713095,2.381986316,0.275038666,0.075714154,-0.101731836,-0.229419552,-0.587725536,0.09973957,1.585794967,-0.666811866,1.832081259,0,0,0,1,0,0,0,0,1,0,0,1,0
-0.201863813,-0.547068944,-0.163469629,-0.057051294,-0.478961282,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-1.061760009,-1.010164234,0.487267969,0.09973957,-0.484223679,-0.667123245,-0.545827318,0,0,0,1,0,0,0,1,0,0,0,0,1
-1.174303911,-1.505337434,-0.003699274,-0.053046712,-0.611298693,-0.182509936,-0.42720132,-0.489144948,-0.491997097,-0.957141554,-0.87438255,-0.226136812,0.09973957,-0.484223679,-0.541709346,-0.545827318,0,0,0,1,0,0,0,1,0,0,0,1,0
-0.688083862,-0.44655127,-0.003699274,-0.054735916,1.408285276,-0.182509936,-0.42720132,-0.489144948,-0.491997097,-1.061760009,-1.010164234,-0.685452218,0.09973957,-0.484223679,-0.667123245,-0.545827318,0,0,0,1,0,0,0,1,0,0,0,1,0
-0.363937163,-0.349384186,-0.163469629,-0.057759726,-0.531574034,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-0.040191568,0.076089237,1.659988156,0.09973957,-0.484223679,0.55750659,1.832081259,0,0,0,1,0,0,0,0,1,0,0,0,1
-0.201863813,-0.041129986,0.156071082,-0.058586166,-0.58637323,0.270554517,-0.42720132,-0.489144948,-0.491997097,0.28597185,0.51737971,0.076815903,0.09973957,-0.484223679,0.948502863,-0.545827318,0,0,0,1,0,0,0,0,0,1,0,0,1
-0.526010512,-0.71794899,-0.163469629,-0.058704174,-0.644670736,-0.748713095,-0.42720132,-0.489144948,-0.491997097,1.676781897,1.739414864,0.008407226,0.09973957,-0.484223679,2.615769987,-0.545827318,0,0,0,1,0,0,0,1,0,0,0,0,1
-0.039790463,-0.10479118,-0.163469629,-0.056113573,1.178133257,-0.748713095,-0.42720132,-0.489144948,-0.491997097,0.156737288,0.110034658,-0.665906882,0.09973957,-0.484223679,0.793579811,-0.545827318,0,0,0,1,0,0,0,1,0,0,0,1,0
-0.850157212,-0.992697298,0.156071082,-0.058103755,-0.634313895,0.270554517,-0.42720132,-0.489144948,-0.491997097,1.190613783,0.856833919,1.190900081,0.09973957,-0.484223679,2.032964222,-0.545827318,0,0,0,1,0,0,0,0,0,1,0,0,1
-0.201863813,0.019180618,-0.163469629,-0.058151804,-0.509640546,-0.748713095,1.207653779,0.91856171,0.778324045,-0.070961702,0.076089237,-1.047040943,0.09973957,1.678449269,-0.666979607,-0.545827318,0,0,0,1,0,0,0,1,0,0,0,1,0
-0.850157212,-1.042956135,-0.163469629,-0.058235025,-0.644670736,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-1.061760009,-1.010164234,3.448386441,0.09973957,-0.484223679,-0.667123245,1.832081259,0,0,0,1,0,0,0,0,1,0,0,0,1
-0.201863813,-0.074635878,0.156071082,-0.056831614,0.487677199,0.474408039,-0.42720132,-0.489144948,-0.491997097,-0.452511361,-0.399146657,-0.001365443,0.027424773,-0.484223679,0.063228283,-0.545827318,0,0,0,1,0,0,0,0,0,1,0,0,1
0.122282887,-0.386240666,0.315841437,-0.058713399,-0.620896032,0.826564999,-0.42720132,-0.489144948,-0.491997097,-0.864831153,-0.806491708,2.246348249,0.027424773,-0.484223679,-0.431050024,-0.545827318,0,0,0,1,0,1,0,0,0,0,0,0,1
0.446429586,0.987500875,-0.099561487,-0.058625758,-0.340870071,0.10084646,2.036594393,0.999002091,0.038532524,-0.581745922,-0.53492834,1.85544152,-0.081047422,1.560925288,-0.666956647,-0.545827318,0,0,0,1,0,0,0,1,0,0,0,0,1
0.284356236,0.903736147,-0.323239984,-0.058170447,0.14244917,-0.748713095,-0.17391391,-0.328264187,1.767478316,-0.243274451,-0.399146657,1.269081427,-0.081047422,-0.265435806,-0.66705653,-0.545827318,0,0,0,1,0,0,0,1,0,0,0,0,1
-0.039790463,0.250371268,-0.323239984,-0.058666119,-0.582529691,-0.748713095,-0.012731013,-0.046722856,0.747288139,1.19676781,1.332069813,-1.17408563,-0.081047422,0.051602087,-0.666787623,1.832081259,0,0,0,1,0,0,0,0,1,0,0,1,0
-0.526010512,-0.436499503,-0.163469629,-0.057982864,-0.57102209,-0.111670837,-0.42720132,-0.489144948,-0.491997097,-0.409433173,-0.433092077,0.36999595,-0.081047422,-0.484223679,0.1148693,-0.545827318,0,0,0,1,0,0,0,1,0,0,0,0,1
-0.688083862,-0.573873657,-0.323239984,-0.05711491,-0.501976484,-0.748713095,-0.42720132,-0.489144948,-0.491997097,0.30443393,0.619215972,1.014992053,-0.081047422,-0.484223679,0.970634727,-0.545827318,0,0,0,1,0,0,0,1,0,0,0,0,1
-0.850157212,-0.999398476,-0.323239984,-0.052603894,-0.126069191,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-1.061760009,-1.010164234,1.024764721,-0.081047422,-0.484223679,-0.667123245,-0.545827318,0,0,0,1,0,0,0,1,0,0,0,0,1
0.122282887,1.195237401,4.94918174,-0.057418771,8.542997874,-0.748713095,7.33260387,4.860140355,0.214453872,-0.224812371,-0.059692447,-0.177273471,5.884923292,5.782367811,-0.666905086,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,0,1
-1.336377261,-1.391417404,4.94918174,-0.057086465,-0.644670736,-0.748713095,-0.42720132,-0.489144948,-0.491997097,-0.470973441,-0.636764603,0.291814604,5.884923292,-0.484223679,0.041096419,-0.545827318,0,1,0,0,0,0,0,1,0,0,0,0,1
