player_name,total_goals,total_assists,current_market_value,transfer_fee,total_goal_contributions,goals_per_season,assists_per_season,total_injuries,total_days_missed,injury_risk_category,contract_days_remaining,contract_status,value_change,value_change_pct,avg_sentiment_3m,sentiment_trend,sentiment_volatility,engagement_rate,popularity_score,num_seasons,num_competitions,num_clubs,transfer_year,career_stage,competition_score,clubs_per_season
Giovanni López (996715),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.474100983,0.067077111,0.085905339,13.15412809,9.612432909001246,0,0,0,2006.0,Early,0,0.0
Matthias Zimmermann (493),49,9,0,0,58,3.5,0.6428571428571429,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,14.54973475,10.497197903992186,13,5,4,2006.0,Veteran,13,0.2857142857142857
Brian Deane (8058),159,41,0,0,200,7.95,2.05,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,15.21286219,10.796986469482906,19,15,9,2006.0,Veteran,29,0.45
Youri Djorkaeff (4),227,83,0,0,310,9.458333333333334,3.458333333333333,0,0,No_Risk,712.0,Unknown,300000,30000000.0,1.0,0.0,0.0,17.93297101,12.164116304057725,23,19,10,2006.0,Veteran,39,0.4166666666666667
Alberto Rivadulla (502303),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.585726167,-0.108467036,0.09606646,14.82447092,10.488158348307444,3,1,2,2006.0,Early,1,0.5
Igor Dubrovskikh (535669),35,0,0,0,35,2.1875,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,16.83921569,11.632244909112645,15,4,8,2007.0,Veteran,4,0.5
Steve McMillan (13530),4,2,0,0,6,0.3333333333333333,0.1666666666666666,0,0,No_Risk,712.0,Unknown,650000,65000000.0,0.950052308,0.149843077,0.04504559,17.15749297,11.796220346201832,11,12,2,2007.0,Late_Prime,18,0.1666666666666666
Augusto Gama (14296),19,2,0,0,21,1.7272727272727273,0.1818181818181818,1,120,Low_Risk,712.0,Unknown,100000,10000000.0,0.984927754,-0.045216738,0.049322839,13.0930759,9.766878294594552,10,7,2,2007.0,Late_Prime,7,0.1818181818181818
Dean Gordon (10049),22,7,0,0,29,1.2941176470588236,0.4117647058823529,0,0,No_Risk,712.0,Unknown,600000,60000000.0,1.0,0.0,0.0,16.67790152,11.511476457252996,16,11,10,2007.0,Veteran,15,0.5882352941176471
Miroslav Jovic (6220),56,0,0,0,56,4.666666666666667,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,15.08299516,10.770340073695785,11,8,4,2007.0,Late_Prime,12,0.3333333333333333
Edwin Hermans (14864),3,14,0,0,17,0.2142857142857142,1.0,1,8,Low_Risk,712.0,Unknown,300000,30000000.0,1.0,0.0,0.0,14.5997535,10.447432869071331,13,9,5,2007.0,Veteran,9,0.3571428571428571
Cihan Bastık (619055),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.697016214,-0.28440388,0.118133132,14.24524281,10.276139074364451,2,1,2,2007.0,Early,1,0.6666666666666666
Luca De Biagi (1216842),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.524434392,-0.245501785,0.163502366,13.72349727,9.92572878084826,0,0,0,2007.0,Early,0,0.0
Niyazi Kışla (633831),9,0,0,0,9,1.125,0.0,1,53,Low_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,14.75069842,10.596154640057623,7,2,4,2007.0,Prime,2,0.5
Momo Sylla (9494),13,10,0,0,23,1.3,1.0,0,0,No_Risk,712.0,Unknown,1650000,165000000.0,1.0,0.0,0.0,16.2458362,11.326701759307026,9,13,6,2007.0,Late_Prime,23,0.6
Roberto Martínez (50008),9,8,0,0,17,0.75,0.6666666666666666,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,14.39058059,10.407522172704734,11,12,6,2007.0,Late_Prime,16,0.5
James (55488),0,1,0,0,1,0.0,0.3333333333333333,0,0,No_Risk,712.0,Unknown,0,0.0,0.479564389,0.071143235,0.161204401,12.25314765,9.167492985190677,2,2,2,2007.0,Early,2,0.6666666666666666
Greg Howes (823361),10,1,0,0,11,3.333333333333333,0.3333333333333333,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,12.85297013,9.542545326720656,2,2,2,2008.0,Early,2,0.6666666666666666
Daniel Jiménez (563115),31,11,0,0,42,3.1,1.1,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,13.24171617,9.845500527775036,9,4,3,2008.0,Late_Prime,4,0.3
Neil Lennon (9498),12,19,0,0,31,0.75,1.1875,0,0,No_Risk,712.0,Unknown,1800000,180000000.0,1.0,0.0,0.0,17.12520325,11.730793202674056,15,16,5,2008.0,Veteran,28,0.3125
Gaetano Lucenti (102747),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.504927311,0.12728891,0.160909175,15.33291615,10.662814958254208,10,6,8,2008.0,Late_Prime,6,0.7272727272727273
Gaetano De Rosa (22106),29,2,0,0,31,1.6111111111111112,0.1111111111111111,0,0,No_Risk,712.0,Unknown,500000,50000000.0,1.0,0.0,0.0,14.46906667,10.454208520550049,17,7,8,2008.0,Veteran,13,0.4444444444444444
Alexander Löbe (2244),124,18,0,0,142,6.526315789473684,0.9473684210526316,2,42,Low_Risk,712.0,Unknown,200000,20000000.0,1.0,0.0,0.0,15.46178176,10.956389318216894,18,14,13,2008.0,Veteran,22,0.6842105263157895
Cédric Lécluse (28339),14,0,0,0,14,0.7777777777777778,0.0,0,0,No_Risk,712.0,Unknown,400000,40000000.0,1.0,0.0,0.0,14.24206783,10.328036542975893,17,7,2,2008.0,Veteran,12,0.1111111111111111
Trevor Sinclair (3253),64,41,0,0,105,3.555555555555556,2.2777777777777777,0,0,No_Risk,712.0,Unknown,2000000,200000000.0,1.0,0.0,0.0,13.59564254,10.057394913970198,17,10,5,2008.0,Veteran,16,0.2777777777777778
Cihat Topgül (1053369),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.861850169,0.014239851,0.188333069,14.36266667,10.319889986886794,0,0,0,2008.0,Early,0,0.0
N. N. Luciano (794363),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.870643177,-0.105215821,0.080378389,15.30327273,10.82787846790739,0,0,0,2008.0,Early,0,0.0
Zeljko Milinovic (28798),19,2,0,0,21,1.2666666666666666,0.1333333333333333,0,0,No_Risk,712.0,Unknown,75000,7500000.0,1.0,0.0,0.0,14.8392666,10.637441318829714,14,13,5,2008.0,Veteran,25,0.3333333333333333
Emiliano Campana (797823),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.582030359,-0.127446443,0.162052249,15.79119737,10.984484289219694,0,0,0,2008.0,Early,0,0.0
Lopez (38588),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,150000,15000000.0,0.562969968,0.001254665,0.160811132,16.64709576,11.461712958493756,2,2,2,2008.0,Early,3,0.6666666666666666
Almir Turkovic (25776),28,2,0,0,30,2.1538461538461537,0.1538461538461538,0,0,No_Risk,712.0,Unknown,250000,25000000.0,1.0,0.0,0.0,17.65595678,12.015632744584977,12,12,5,2008.0,Late_Prime,20,0.3846153846153846
Giuliano Giannichedda (5844),5,3,0,0,8,0.2941176470588235,0.1764705882352941,1,104,Low_Risk,712.0,Unknown,1500000,150000000.0,0.950219029,-0.149342912,0.102970045,14.88447814,10.60754495708925,16,13,6,2008.0,Veteran,30,0.3529411764705882
Thomas Gravesen (301),25,19,0,0,44,2.083333333333333,1.5833333333333333,0,0,No_Risk,712.0,Unknown,2000000,200000000.0,1.0,0.0,0.0,16.25996835,11.264216560638037,11,14,5,2008.0,Late_Prime,30,0.4166666666666667
Freddy Winsth (116615),16,34,75000,0,50,0.5714285714285714,1.2142857142857142,0,0,No_Risk,6208.0,Long_Term,-75000,-99.9986666844442,1.0,0.0,0.0,14.00862641,10.226312586274934,27,6,1,2009.0,Veteran,6,0.0357142857142857
Kevin Watson (13432),16,24,0,0,40,1.0,1.5,0,0,No_Risk,712.0,Unknown,325000,32500000.0,1.0,0.0,0.0,13.86494367,10.15513329261636,15,11,6,2009.0,Veteran,17,0.375
Miroslaw Widuch (29755),1,0,0,0,1,0.0666666666666666,0.0,0,0,No_Risk,712.0,Unknown,175000,17500000.0,0.763727489,-0.245846678,0.139470538,14.09448949,10.159111248066566,14,10,2,2009.0,Veteran,10,0.1333333333333333
Corrado Grabbi (3704),93,13,0,0,106,6.642857142857143,0.9285714285714286,2,49,Low_Risk,712.0,Unknown,100000,10000000.0,1.0,0.0,0.0,14.41781731,10.430709242289158,13,11,12,2009.0,Veteran,20,0.8571428571428571
Gaizka Garitano (35559),33,0,0,0,33,2.0625,0.0,0,0,No_Risk,712.0,Unknown,800000,80000000.0,1.0,0.0,0.0,15.86370886,11.109691199350396,15,5,7,2009.0,Veteran,9,0.4375
Zoko (21211),17,4,0,0,21,2.833333333333333,0.6666666666666666,3,33,Medium_Risk,712.0,Unknown,350000,35000000.0,1.0,0.0,0.0,13.1050152,9.706860310870317,5,6,5,2009.0,Prime,10,0.8333333333333334
Francesco Girillo (33677),1,0,0,0,1,0.2,0.0,0,0,No_Risk,712.0,Unknown,50000,5000000.0,0.4373065,-0.376315451,0.14411916,13.83217356,9.921924573902889,4,7,6,2009.0,Prime,12,1.2
Volodymyr Lakomskyi (107626),8,0,0,0,8,0.7272727272727273,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.538673559,-0.061038482,0.19697879,14.58726899,10.345379645354535,10,3,6,2009.0,Late_Prime,3,0.5454545454545454
Steve Lomas (3801),25,20,0,0,45,1.5625,1.25,0,0,No_Risk,712.0,Unknown,200000,20000000.0,1.0,0.0,0.0,17.48786791,11.926667782104282,15,8,4,2009.0,Veteran,14,0.25
Artim Sakiri (9992),22,12,0,0,34,1.375,0.75,1,76,Low_Risk,712.0,Unknown,500000,50000000.0,1.0,0.0,0.0,15.04870805,10.690253207946444,15,17,12,2009.0,Veteran,29,0.75
Pablo Suárez (71678),2,0,0,0,2,0.25,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.79974139,0.086898402,0.141847899,12.33568517,9.30663403379179,7,5,5,2009.0,Prime,9,0.625
Jérôme Le Floch (111765),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.583859424,-0.41656105,0.193834773,14.07066883,10.104467847582734,0,0,0,2009.0,Early,0,0.0
Dario Rota (4929),8,0,0,0,8,0.4705882352941176,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,15.13915226,10.766928610124856,16,11,5,2009.0,Veteran,15,0.2941176470588235
Alessio Morelli (503220),3,0,0,0,3,0.4285714285714285,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.677096509,-0.022101667,0.084634504,15.8365082,11.029624899126391,6,6,5,2009.0,Prime,6,0.7142857142857143
Harald Wapenaar (4180),0,1,0,0,1,0.0,0.0625,0,0,No_Risk,712.0,Unknown,500000,50000000.0,0.461063667,-0.175218545,0.098668773,12.06091174,9.063026309210883,15,16,7,2009.0,Veteran,28,0.4375
Antonio Moreno (187804),4,0,0,0,4,0.3333333333333333,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.62961701,-0.247358547,0.140142685,15.65611157,10.944197926750316,11,5,6,2009.0,Late_Prime,9,0.5
Daniel Scherning (2472),31,0,0,0,31,3.875,0.0,1,338,Low_Risk,712.0,Unknown,200000,20000000.0,1.0,0.0,0.0,14.48436203,10.443277792195476,7,5,4,2009.0,Prime,5,0.5
José Luís Vidigal (17407),26,7,0,0,33,1.7333333333333334,0.4666666666666667,0,0,No_Risk,712.0,Unknown,1000000,100000000.0,1.0,0.0,0.0,13.2224452,9.757778179924252,14,12,5,2009.0,Veteran,25,0.3333333333333333
Denis Klyuev (15296),29,18,0,0,47,1.5263157894736843,0.9473684210526316,0,0,No_Risk,712.0,Unknown,75000,7500000.0,1.0,0.0,0.0,13.22275069,9.835622218134151,18,16,10,2009.0,Veteran,20,0.5263157894736842
Connally Edozien (72096),14,1,0,0,15,2.333333333333333,0.1666666666666666,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,15.76132208,11.07367964702486,5,5,4,2010.0,Prime,5,0.6666666666666666
Sergio Gioino (578397),47,6,0,0,53,4.7,0.6,1,44,Low_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,13.5952381,9.959350301667136,9,7,4,2010.0,Late_Prime,7,0.4
Renatinho (101534),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.598463499,0.072790356,0.11481308,14.37119067,10.294314047749417,3,3,3,2010.0,Early,3,0.75
Eddy Baggio (28829),135,9,0,0,144,7.9411764705882355,0.5294117647058824,1,20,Low_Risk,712.0,Unknown,250000,25000000.0,1.0,0.0,0.0,14.49903846,10.454332473032704,16,10,13,2010.0,Veteran,11,0.7647058823529411
Dennis Siim (23106),4,0,0,0,4,0.25,0.0,1,38,Low_Risk,712.0,Unknown,0,0.0,0.733471124,0.048908213,0.114439031,16.69456469,11.47491738507054,15,11,3,2010.0,Veteran,15,0.1875
Rhian Dodds (12747),3,1,0,0,4,0.4285714285714285,0.1428571428571428,0,0,No_Risk,712.0,Unknown,0,0.0,0.920086319,-0.09460277,0.124561059,14.39991542,10.39185177342463,6,4,2,2010.0,Prime,6,0.2857142857142857
Lee Wilkie (12815),15,5,0,0,20,1.25,0.4166666666666667,1,74,Low_Risk,712.0,Unknown,1500000,150000000.0,1.0,0.0,0.0,14.94698085,10.691097976068937,11,11,4,2010.0,Late_Prime,13,0.3333333333333333
Martín Ariel Vitali (22977),4,12,0,0,16,0.3333333333333333,1.0,1,158,Low_Risk,712.0,Unknown,300000,30000000.0,1.0,0.0,0.0,16.39217975,11.370805037143947,11,11,6,2010.0,Late_Prime,18,0.5
Carsten Jancker (202),137,62,0,0,199,6.85,3.1,1,11,Low_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,15.41693136,10.91059758281528,19,19,9,2010.0,Veteran,39,0.45
Francesco Chietti (523689),14,0,0,0,14,2.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,13.67335766,10.03067934226395,6,3,4,2010.0,Prime,3,0.5714285714285714
Stefano Rondinella (173523),6,0,0,0,6,0.75,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.756678365,0.147915082,0.111876123,16.16536295,11.222567187195532,7,7,5,2010.0,Prime,15,0.625
Reşit Katıskan (7119),5,0,0,0,5,1.0,0.0,1,334,Low_Risk,712.0,Unknown,0,0.0,0.741735581,-0.216384597,0.098219385,16.92639164,11.653962804840877,4,3,3,2010.0,Prime,3,0.6
André Breitenreiter (464),96,18,0,0,114,4.8,0.9,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,12.90683149,9.685255380899145,19,16,10,2010.0,Veteran,24,0.5
Dimitrios Nalitzis (9855),96,7,0,0,103,5.647058823529412,0.4117647058823529,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,15.31088156,10.845431422021347,16,12,9,2010.0,Veteran,24,0.5294117647058824
Rigobert Song (1419),18,5,0,0,23,1.0588235294117647,0.2941176470588235,4,94,Medium_Risk,712.0,Unknown,3500000,350000000.0,1.0,0.0,0.0,16.89805119,11.625340293159784,16,20,8,2010.0,Veteran,47,0.4705882352941176
Aliyu Datti (13436),32,9,0,0,41,2.6666666666666665,0.75,0,0,No_Risk,712.0,Unknown,300000,30000000.0,1.0,0.0,0.0,15.53302803,10.966227282707369,11,9,9,2010.0,Late_Prime,14,0.75
Sylvinho (3359),11,32,0,0,43,0.6111111111111112,1.7777777777777777,1,9,Low_Risk,712.0,Unknown,1000000,100000000.0,1.0,0.0,0.0,13.58820967,9.971217386408044,17,16,6,2010.0,Veteran,32,0.3333333333333333
Vincent Martin (90591),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.512638941,0.261742783,0.146057076,13.62456712,9.820463755498348,0,0,0,2010.0,Early,0,0.0
Roy Makaay (3994),313,79,0,0,392,17.38888888888889,4.388888888888889,1,51,Low_Risk,712.0,Unknown,3500000,350000000.0,1.0,0.0,0.0,14.4479638,10.41432557452913,17,13,5,2010.0,Veteran,25,0.2777777777777778
Ronnie Pander (21624),12,3,0,0,15,0.9230769230769232,0.2307692307692307,1,366,Low_Risk,712.0,Unknown,200000,20000000.0,1.0,0.0,0.0,15.55715804,10.933462395828018,12,6,2,2010.0,Late_Prime,6,0.1538461538461538
Francisco Rodríguez (25324),34,1,0,0,35,2.6153846153846154,0.0769230769230769,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,13.55176715,9.97621989574749,12,6,8,2010.0,Late_Prime,10,0.6153846153846154
Mike Smith (49754),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.463512956,0.150281869,0.124558065,16.10001828,11.11207723762906,0,0,0,2010.0,Early,0,0.0
Elias Pech (36900),3,0,0,0,3,0.5,0.0,0,0,No_Risk,712.0,Unknown,50000,5000000.0,0.683746233,-0.39981223,0.147381386,13.51511335,9.953096295768985,5,4,3,2010.0,Prime,6,0.5
Alex Mineiro (53220),144,26,0,0,170,9.6,1.7333333333333334,0,0,No_Risk,712.0,Unknown,300000,30000000.0,1.0,0.0,0.0,17.67332695,12.04332464293394,14,15,8,2010.0,Veteran,15,0.5333333333333333
Rubén de la Red (35522),26,6,0,0,32,4.333333333333333,1.0,1,733,Low_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,15.8687591,11.157437833034017,5,8,4,2010.0,Prime,16,0.6666666666666666
Toshiaki Haji (136908),53,6,0,0,59,5.3,0.6,0,0,No_Risk,712.0,Unknown,150000,15000000.0,1.0,0.0,0.0,14.03268493,10.239797258760584,9,5,6,2011.0,Late_Prime,5,0.6
Paul Shaw (14068),79,9,0,0,88,4.647058823529412,0.5294117647058824,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,17.76646627,12.10190891985753,16,12,10,2011.0,Veteran,18,0.5882352941176471
Ali Boulebda (16202),47,0,0,0,47,3.615384615384616,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,13.67564684,10.05736546745846,12,6,4,2011.0,Late_Prime,7,0.3076923076923077
Luca Patarini (102328),2,0,0,0,2,0.2857142857142857,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.612485607,0.024834877,0.084923211,16.84781565,11.552502097978657,6,7,6,2011.0,Prime,8,0.8571428571428571
Andriy Gavryushov (59039),5,2,0,0,7,0.2941176470588235,0.1176470588235294,0,0,No_Risk,712.0,Unknown,200000,20000000.0,1.0,0.0,0.0,16.21723783,11.279312705697292,16,4,7,2011.0,Veteran,4,0.4117647058823529
Jon Soto Foronda (421565),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.673338229,-0.122649269,0.163442212,15.65289113,10.91429256749614,0,0,0,2011.0,Early,0,0.0
Attila Baumgartner (141583),31,38,0,0,69,2.583333333333333,3.1666666666666665,0,0,No_Risk,712.0,Unknown,150000,15000000.0,1.0,0.0,0.0,14.42522739,10.430688879184714,11,3,5,2011.0,Late_Prime,3,0.4166666666666667
Oumar Tchomogo (8234),14,1,0,0,15,1.5555555555555556,0.1111111111111111,0,0,No_Risk,712.0,Unknown,500000,50000000.0,1.0,0.0,0.0,13.91005144,10.153837649350567,8,8,7,2011.0,Late_Prime,13,0.7777777777777778
Alessandro Sorgi (133065),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.598029037,0.289485975,0.196151581,13.38695579,9.797521335715963,2,2,2,2011.0,Early,2,0.6666666666666666
Warwick Alexander (144299),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.858868378,-0.291469764,0.119258287,13.28612578,9.771657162978656,0,0,0,2011.0,Early,0,0.0
Unknown,6,0,0,0,6,0.6666666666666666,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.988183704,0.0,0.041420515,15.4052381,10.835269656368856,8,5,2,2011.0,Late_Prime,6,0.2222222222222222
Christian Callejas (37749),5,0,0,0,5,0.7142857142857143,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.844131104,0.241875666,0.126645852,13.62767221,9.979883501909292,6,9,5,2011.0,Prime,17,0.7142857142857143
Martín Palermo (3412),207,54,0,0,261,11.5,3.0,5,549,Medium_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,16.51502952,11.47398480636959,17,13,4,2011.0,Veteran,17,0.2222222222222222
Endika Mendizábal (64408),11,0,0,0,11,1.2222222222222223,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,14.25888617,10.3110289706616,8,4,4,2011.0,Late_Prime,4,0.4444444444444444
Johan Geeraerts (555995),12,2,0,0,14,1.7142857142857142,0.2857142857142857,0,0,No_Risk,712.0,Unknown,0,0.0,1.0,0.0,0.0,13.18010315,9.80086270890326,6,4,5,2011.0,Prime,4,0.7142857142857143
Edú (174405),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.498425269,-0.066181652,0.090762027,11.91558207,9.025573480540867,0,0,0,2011.0,Early,0,0.0
Marco Rose (890),12,7,0,0,19,0.75,0.4375,5,525,Medium_Risk,712.0,Unknown,100000,10000000.0,1.0,0.0,0.0,15.05515258,10.779221125578552,15,9,5,2011.0,Veteran,17,0.3125
Alberto Gallego (1079599),0,0,0,0,0,0.0,0.0,0,0,No_Risk,712.0,Unknown,0,0.0,0.701153579,-0.452435207,0.168118462,14.79899758,10.489679619881295,3,1,2,2011.0,Early,1,0.5
