ID,Name,Age,OVA,Nationality,Club,BP,foot,Attacking,Heading Accuracy,Short Passing,Skill,Movement,Acceleration,Shot Power,Jumping,Stamina,Strength,Height_cm,Weight_kg,Contract_Years,total_injuries,total_days_missed,total_games_missed,avg_days_per_injury,injury_risk_score,latest_market_val,latest_season,avg_sentiment,sentiment_label,sentiment_count,age_peak_diff,is_peak_age,age_squared,career_stage,physical_index,technical_index,performance_score,position_group,pos_defender,pos_forward,pos_goalkeeper,pos_midfielder,pos_other,injury_risk_category,availability_score,is_left_footed,contract_value_proxy,num_seasons,max_market_val,min_market_val,mean_market_val,avg_growth_rate,last_market_val,value_volatility,sentiment_performance_index,log_market_val,value_per_ova,injury_adj_performance,potential_score,value_trend,OVA_norm,performance_score_norm,physical_index_norm,technical_index_norm,total_days_missed_norm,avg_sentiment_norm,Contract_Years_norm,Age_norm
199561,Nolito,33,76,Spain,RC Celta,LW,Right,349.0,56,75,380,359,69,73,61.0,57,62,175.3,64.9,2.0,8,311,57,38.9,38.9,1500000.0,2019.0,0.319,positive,5.0,7,0,1089,veteran,62.25,68.0,52.16,forward,False,True,False,False,False,high,0.93,0,152.0,6.0,1500000.0,1500000.0,1500000.0,0.0,1500000.0,0.0,53.824,14.220976332738882,19737.0,48.509,76.0,stable,0.5428571428571427,0.67632241813602,0.24821002386634844,0.33560810810810815,0.06912857464535015,0.6204055766793409,0.125,0.7391304347826086
199564,Sergi Roberto,28,83,Spain,FC Barcelona,RB,Right,352.0,72,84,376,377,75,65,43.0,92,69,177.8,68.0,9.0,15,666,111,44.4,44.4,15000000.0,2013.0,0.394,positive,5.0,2,1,784,prime,69.75,73.67,55.3,defender,True,False,False,False,False,high,0.85,0,747.0,1.0,15000000.0,15000000.0,15000000.0,0.0,15000000.0,0.0,57.479,16.52356082573315,180723.0,47.005,83.0,stable,0.7428571428571429,0.7751889168765741,0.31980906921241053,0.373918918918919,0.14906552578248145,0.667934093789607,0.5625,0.5217391304347827
244260,Dani Olmo,22,79,Spain,RB Leipzig,CAM,Right,349.0,43,78,390,379,77,79,55.0,79,54,177.8,72.1,4.0,12,370,84,30.8,30.8,50000000.0,2019.0,0.265,positive,5.0,-4,0,484,developing,66.25,66.67,53.96,midfielder,False,False,False,True,False,high,0.917,0,316.0,1.0,50000000.0,50000000.0,50000000.0,0.0,50000000.0,0.0,55.39,17.72753358339242,632911.0,49.481,83.74,stable,0.6285714285714286,0.7329974811083123,0.2863961813842482,0.32662162162162167,0.08241387074983111,0.5861850443599492,0.25,0.26086956521739135
236632,David Neres,23,80,Brazil,Ajax,CAM,Left,337.0,45,78,362,426,86,74,56.0,73,64,175.3,66.2,6.0,15,632,86,42.1,42.1,22000000.0,2016.0,0.658,positive,5.0,-3,1,529,developing,69.75,65.67,54.5,midfielder,False,False,False,True,False,high,0.858,1,480.0,1.0,22000000.0,22000000.0,22000000.0,0.0,22000000.0,0.0,58.086,16.906553056777135,275000.0,46.761,83.2,stable,0.657142857142857,0.7499999999999999,0.31980906921241053,0.31986486486486493,0.14140959243413648,0.835234474017744,0.375,0.30434782608695654
229686,Henrique,25,68,Brazil,Portimonense SC,LB,Left,252.0,52,63,314,326,66,61,61.0,69,65,177.8,73.9,3.0,11,566,80,51.5,51.5,200000.0,2021.0,0.106,positive,5.0,-1,1,625,developing,65.25,58.67,45.04,defender,True,False,False,False,False,high,0.873,1,204.0,8.0,1000000.0,200000.0,450000.0,0.25,1000000.0,1.778,45.517,13.815511557963774,14706.0,39.32,68.0,rising_fast,0.3142857142857143,0.45214105793450876,0.2768496420047733,0.2725675675675676,0.12654807475793742,0.485424588086185,0.1875,0.3913043478260869
235338,Marlon,23,71,Brazil,Trabzonspor,LWB,Left,286.0,43,65,362,362,77,75,60.0,75,70,172.7,68.0,1.0,20,633,66,31.6,31.6,1500000.0,2020.0,0.283,positive,5.0,-3,1,529,developing,70.5,61.0,48.6,defender,True,False,False,False,False,high,0.858,1,71.0,3.0,1500000.0,1200000.0,1500000.0,0.0,1500000.0,0.0,49.975,14.220976332738882,21127.0,41.699,73.84,stable,0.3999999999999999,0.5642317380352645,0.32696897374701667,0.28831081081081084,0.1416347669443819,0.5975918884664131,0.0625,0.30434782608695654
189509,Thiago,29,85,Spain,Liverpool,CM,Right,373.0,54,89,432,395,74,75,75.0,73,59,175.3,69.9,4.0,1,24,3,24.0,24.0,25000000.0,2020.0,0.224,positive,5.0,3,0,841,prime,70.25,72.67,58.0,midfielder,False,False,False,True,False,low,0.995,0,340.0,6.0,25000000.0,1500000.0,13250000.0,2.4544,25000000.0,1.774,59.299,17.034386422832473,294118.0,57.71,85.0,rising_fast,0.7999999999999998,0.8602015113350127,0.324582338902148,0.36716216216216224,0.004503490204908805,0.5602027883396704,0.25,0.5652173913043479
184826,Adrien Silva,31,76,Portugal,Leicester City,CM,Right,351.0,61,79,386,314,53,79,51.0,69,63,175.3,68.9,3.0,11,234,62,21.3,21.3,3000000.0,2020.0,0.332,positive,5.0,5,0,961,experienced,59.0,73.0,51.42,midfielder,False,False,False,True,False,high,0.947,0,228.0,5.0,3000000.0,3000000.0,3000000.0,0.0,3000000.0,0.0,53.127,14.914123179965662,39474.0,48.695,76.0,stable,0.5428571428571427,0.653022670025189,0.2171837708830549,0.3693918918918919,0.05179013735645125,0.6286438529784537,0.1875,0.6521739130434783
200228,Bruno,30,74,Spain,Real Valladolid CF,CB,Right,208.0,77,64,243,205,34,62,62.0,62,86,185.4,86.2,2.0,6,172,31,28.7,28.7,1500000.0,2020.0,0.299,positive,5.0,4,0,900,experienced,61.0,67.67,42.72,defender,True,False,False,False,False,high,0.961,0,148.0,3.0,1500000.0,1200000.0,1500000.0,0.0,1500000.0,0.0,43.997,14.220976332738882,20270.0,41.054,74.0,stable,0.48571428571428577,0.3790931989924432,0.23627684964200474,0.3333783783783784,0.037829317721233956,0.6077313054499366,0.125,0.6086956521739131
236499,Douglas Luiz,22,75,Brazil,Aston Villa,CDM,Right,330.0,62,77,352,359,65,76,66.0,73,68,177.8,69.9,4.0,9,210,36,23.3,23.3,35000000.0,2019.0,-0.238,negative,5.0,-4,0,484,developing,68.0,71.67,50.82,midfielder,False,False,False,True,False,high,0.953,0,300.0,2.0,35000000.0,35000000.0,35000000.0,0.0,35000000.0,0.0,49.61,17.370858648025116,466667.0,48.431,79.5,stable,0.5142857142857142,0.6341309823677582,0.3031026252983294,0.36040540540540544,0.04638594911056069,0.2674271229404309,0.25,0.26086956521739135
164240,Thiago Silva,35,85,Brazil,Chelsea,CB,Right,322.0,81,80,349,332,57,71,90.0,71,82,182.9,78.9,1.0,15,325,68,21.7,21.7,3000000.0,2020.0,0.334,positive,5.0,9,0,1225,veteran,75.0,77.33,54.06,defender,True,False,False,False,False,high,0.927,0,85.0,2.0,3000000.0,3000000.0,3000000.0,0.0,3000000.0,0.0,55.866,14.914123179965662,35294.0,50.114,85.0,stable,0.7999999999999998,0.7361460957178841,0.3699284009546539,0.39864864864864863,0.0722810177887863,0.6299112801013942,0.0625,0.826086956521739
146530,Dani Alves,35,82,Brazil,Paris Saint-Germain,CAM,Right,368.0,71,83,405,403,75,86,80.0,74,55,172.7,68.0,2.0,15,488,88,32.5,32.5,1000000.0,2021.0,0.476,positive,5.0,9,0,1225,veteran,71.0,80.0,56.32,midfielder,False,False,False,True,False,high,0.89,0,164.0,4.0,1000000.0,1000000.0,1000000.0,0.0,1000000.0,0.0,59.001,13.815511557963774,12195.0,50.125,82.0,stable,0.7142857142857144,0.8073047858942065,0.33174224343675424,0.41668918918918924,0.10898446295879306,0.7198986058301646,0.125,0.826086956521739
200145,Casemiro,28,89,Brazil,Real Madrid,CDM,Right,349.0,80,84,369,343,60,88,87.0,90,91,185.4,83.9,10.0,11,268,61,24.4,24.4,70000000.0,2015.0,0.247,positive,5.0,2,1,784,prime,82.0,84.0,56.82,midfielder,False,False,False,True,False,high,0.94,0,890.0,3.0,70000000.0,70000000.0,70000000.0,0.0,70000000.0,0.0,58.223,18.064005814299342,786517.0,53.411,89.0,stable,0.9142857142857141,0.8230478589420654,0.43675417661097854,0.4437162162162162,0.05944607070479622,0.5747782002534854,0.625,0.5217391304347827
232805,Bernardo,25,74,Brazil,Brighton & Hove Albion,CB,Left,287.0,67,70,276,344,68,72,78.0,74,70,185.4,76.2,4.0,15,534,67,35.6,35.6,1500000.0,2020.0,0.375,positive,5.0,-1,1,625,developing,72.5,69.67,47.74,defender,True,False,False,False,False,high,0.88,1,296.0,3.0,1500000.0,1200000.0,1500000.0,0.0,1500000.0,0.0,49.53,14.220976332738882,20270.0,42.011,74.0,stable,0.48571428571428577,0.5371536523929471,0.3460620525059666,0.34689189189189196,0.11934249043008331,0.6558935361216729,0.25,0.3913043478260869
205340,Marcelo,30,68,Brazil,FC Paços de Ferreira,CB,Right,216.0,66,61,215,312,63,35,85.0,55,68,182.9,73.9,1.0,21,536,81,25.5,25.5,1500000.0,2020.0,0.24,positive,5.0,4,0,900,experienced,67.75,54.0,42.06,defender,True,False,False,False,False,high,0.879,0,68.0,3.0,1500000.0,1200000.0,1500000.0,0.0,1500000.0,0.0,43.069,14.220976332738882,22059.0,36.971,68.0,stable,0.3142857142857143,0.35831234256926947,0.3007159904534606,0.24101351351351358,0.11979283945057419,0.5703422053231939,0.0625,0.6086956521739131
252150,Patrick William,23,71,Brazil,Famalicão,CB,Right,307.0,67,66,304,282,55,84,87.0,73,77,185.4,82.1,5.0,1,49,5,49.0,49.0,1200000.0,2021.0,0.332,positive,5.0,-3,1,529,developing,73.0,72.33,46.26,defender,True,False,False,False,False,low,0.989,0,355.0,2.0,1200000.0,1200000.0,1200000.0,0.0,1200000.0,0.0,47.796,13.997832948091215,16901.0,45.751,73.84,stable,0.3999999999999999,0.4905541561712846,0.35083532219570407,0.3648648648648649,0.01013285296104481,0.6286438529784537,0.3125,0.30434782608695654
211567,Gilberto,27,74,Brazil,SL Benfica,RB,Right,300.0,64,72,312,368,78,62,62.0,72,68,177.8,73.9,5.0,20,408,75,20.4,20.4,800000.0,2020.0,0.557,positive,5.0,1,1,729,prime,70.0,66.0,49.2,defender,True,False,False,False,False,high,0.908,0,370.0,3.0,1500000.0,1200000.0,1500000.0,0.0,1500000.0,0.0,51.94,14.220976332738882,20270.0,44.674,74.0,stable,0.48571428571428577,0.5831234256926953,0.3221957040572792,0.3220945945945946,0.09097050213915785,0.7712294043092522,0.3125,0.4782608695652173
242384,Douglas,32,73,Brazil,Vissel Kobe,ST,Left,331.0,73,66,267,315,67,78,82.0,61,73,182.9,73.9,1.0,31,1313,202,42.4,42.4,1500000.0,2020.0,0.428,positive,5.0,6,0,1024,experienced,70.75,72.33,47.46,forward,False,True,False,False,False,high,0.705,1,73.0,3.0,1500000.0,1200000.0,1500000.0,0.0,1500000.0,0.0,49.491,14.220976332738882,20548.0,33.459,73.0,stable,0.4571428571428573,0.5283375314861462,0.32935560859188545,0.3648648648648649,0.2947534339112812,0.6894803548795944,0.0625,0.6956521739130435
195093,Willian José,28,80,Brazil,Real Sociedad,ST,Right,372.0,84,78,333,318,64,84,79.0,70,92,188.0,91.2,8.0,12,214,36,17.8,17.8,18000000.0,2021.0,0.088,positive,5.0,2,1,784,prime,76.25,82.0,52.46,forward,False,True,False,False,False,high,0.952,0,640.0,4.0,18000000.0,18000000.0,18000000.0,0.0,18000000.0,0.0,52.922,16.705882371415992,225000.0,49.942,80.0,stable,0.657142857142857,0.6857682619647355,0.3818615751789976,0.4302027027027027,0.047286647151542446,0.47401774397972113,0.5,0.5217391304347827
225478,Serginho,25,73,Brazil,Kashima Antlers,CAM,Left,348.0,65,76,359,327,63,76,55.0,77,84,180.3,82.1,2.0,18,682,99,37.9,37.9,25000.0,2019.0,0.353,positive,5.0,-1,1,625,developing,69.75,72.33,49.88,midfielder,False,False,False,True,False,high,0.847,1,146.0,4.0,25000.0,25000.0,25000.0,0.0,25000.0,0.0,51.641,10.12667110305036,342.0,42.248,73.0,stable,0.4571428571428573,0.6045340050377835,0.31980906921241053,0.3648648648648649,0.15266831794640848,0.6419518377693282,0.125,0.3913043478260869
194911,Adrián,33,76,Spain,Liverpool,GK,Right,76.0,15,21,99,263,46,51,69.0,38,63,190.5,79.8,2.0,2,42,11,21.0,21.0,1000000.0,2019.0,0.266,positive,5.0,7,0,1089,veteran,54.0,29.0,39.16,goalkeeper,False,False,True,False,False,low,0.991,0,152.0,3.0,1000000.0,1000000.0,1000000.0,0.0,1000000.0,0.0,40.202,13.815511557963774,13158.0,38.808,76.0,stable,0.5428571428571427,0.26700251889168747,0.1694510739856802,0.0720945945945946,0.008556631389326727,0.5868187579214195,0.125,0.7391304347826086
232581,Eduardo,27,63,Brazil,Sagan Tosu,CB,Left,208.0,64,55,207,253,40,64,50.0,81,90,182.9,83.9,1.0,28,1653,269,59.0,59.0,1500000.0,2020.0,0.431,positive,5.0,1,1,729,prime,65.25,61.0,38.56,defender,True,False,False,False,False,high,0.628,1,63.0,3.0,1500000.0,1200000.0,1500000.0,0.0,1500000.0,0.0,40.222,14.220976332738882,23810.0,24.216,63.0,stable,0.17142857142857149,0.24811083123425692,0.2768496420047733,0.28831081081081084,0.3713127673947309,0.691381495564005,0.0625,0.4782608695652173
210243,Ricardo Pereira,26,85,Portugal,Leicester City,RB,Right,352.0,65,83,372,410,84,74,75.0,88,69,175.3,69.9,5.0,9,739,103,82.1,82.1,30000000.0,2018.0,-0.083,negative,5.0,0,1,676,prime,79.0,74.0,56.68,defender,True,False,False,False,False,high,0.834,0,425.0,6.0,30000000.0,30000000.0,30000000.0,0.0,30000000.0,0.0,56.21,17.216707972959764,352941.0,47.271,85.0,stable,0.7999999999999998,0.818639798488665,0.4081145584725537,0.37614864864864866,0.16550326503039856,0.3656527249683143,0.3125,0.4347826086956521
206651,Roberto Torres,31,77,Spain,CA Osasuna,RM,Right,350.0,52,77,388,348,69,82,63.0,76,69,177.8,72.1,10.0,4,108,7,27.0,27.0,5000000.0,2012.0,-0.261,negative,5.0,5,0,961,experienced,69.25,70.33,52.52,midfielder,False,False,False,True,False,medium,0.976,0,770.0,1.0,5000000.0,5000000.0,5000000.0,0.0,5000000.0,0.0,51.149,15.424948670398354,64935.0,51.26,77.0,stable,0.5714285714285712,0.6876574307304787,0.3150357995226731,0.35135135135135137,0.023418149065525782,0.25285171102661597,0.625,0.6521739130434783
212823,Gabriel Barbosa,22,81,Brazil,Inter,CF,Left,384.0,74,75,361,409,79,81,76.0,83,59,177.8,68.0,8.0,5,69,11,13.8,13.8,26000000.0,2019.0,0.467,positive,5.0,-4,0,484,developing,74.25,76.67,55.48,forward,False,True,False,False,False,medium,0.984,1,648.0,4.0,26000000.0,26000000.0,26000000.0,0.0,26000000.0,0.0,58.071,17.073607134447293,320988.0,54.592,85.86,stable,0.6857142857142855,0.7808564231738034,0.36276849642004777,0.39418918918918927,0.014636343165953613,0.7141951837769328,0.5,0.26086956521739135
256516,Nico Williams,17,64,Spain,Athletic Club de Bilbao,ST,Left,310.0,70,59,295,338,77,65,65.0,53,60,180.3,67.1,1.0,15,137,26,9.1,9.1,5000000.0,2021.0,0.59,positive,5.0,-9,0,289,youth,63.75,64.67,44.46,forward,False,True,False,False,False,medium,0.969,1,64.0,1.0,5000000.0,5000000.0,5000000.0,0.0,5000000.0,0.0,47.083,15.424948670398354,78125.0,43.082,74.24,stable,0.19999999999999996,0.43387909319899254,0.2625298329355608,0.3131081081081082,0.029948209862643547,0.7921419518377693,0.0625,0.04347826086956519
182002,Sidnei,30,79,Brazil,Real Betis,CB,Right,301.0,77,78,280,299,69,74,81.0,65,93,185.4,79.8,4.0,15,320,44,21.3,21.3,2000000.0,2021.0,0.754,positive,5.0,4,0,900,experienced,77.0,76.33,49.2,defender,True,False,False,False,False,high,0.928,0,316.0,8.0,2000000.0,200000.0,1775000.0,1.125,2000000.0,1.014,52.91,14.508658238524095,25316.0,45.658,79.0,rising_fast,0.6285714285714286,0.5831234256926953,0.38902147971360385,0.39189189189189194,0.0711551452375591,0.8960709759188845,0.25,0.6086956521739131
256612,Evanilson,20,73,Brazil,FC Porto,ST,Right,327.0,75,72,286,329,73,75,64.0,68,63,193.0,87.1,5.0,9,198,33,22.0,22.0,7500000.0,2020.0,0.278,positive,5.0,-6,0,400,youth,67.0,74.0,48.04,forward,False,True,False,False,False,high,0.955,0,365.0,1.0,7500000.0,7500000.0,7500000.0,0.0,7500000.0,0.0,49.376,15.830413711839864,102740.0,45.878,80.3,stable,0.4571428571428573,0.5465994962216624,0.29355608591885446,0.37614864864864866,0.04368385498761541,0.5944233206590621,0.3125,0.17391304347826086
210441,Fran Sol,28,73,Spain,Dynamo Kyiv,ST,Right,322.0,78,65,307,341,67,79,82.0,69,73,180.3,77.1,4.0,5,181,27,36.2,36.2,1000000.0,2018.0,0.606,positive,5.0,2,1,784,prime,72.75,74.0,48.6,forward,False,True,False,False,False,high,0.959,0,292.0,2.0,1000000.0,1000000.0,1000000.0,0.0,1000000.0,0.0,51.545,13.815511557963774,13699.0,46.607,73.0,stable,0.4571428571428573,0.5642317380352645,0.3484486873508353,0.37614864864864866,0.03985588831344292,0.8022813688212926,0.25,0.5217391304347827
193064,Carlos David,34,65,Spain,FC Cartagena,CB,Right,233.0,66,59,202,281,61,46,71.0,69,79,182.9,79.8,2.0,3,114,16,38.0,38.0,100000.0,2018.0,0.213,positive,5.0,8,0,1156,veteran,70.0,57.0,40.32,defender,True,False,False,False,False,medium,0.974,0,130.0,1.0,100000.0,100000.0,100000.0,0.0,100000.0,0.0,41.179,11.51293546492023,1538.0,39.272,65.0,stable,0.22857142857142843,0.30352644836272036,0.3221957040572792,0.2612837837837838,0.024769196126998422,0.5532319391634981,0.125,0.7826086956521738
241585,Igor,22,64,Brazil,Fiorentina,CB,Left,192.0,57,62,199,322,67,44,70.0,65,78,185.4,83.9,4.0,1,41,6,41.0,41.0,5000000.0,2021.0,0.135,positive,5.0,-4,0,484,developing,70.0,54.33,39.86,defender,True,False,False,False,False,low,0.991,1,256.0,2.0,5000000.0,5000000.0,5000000.0,0.0,5000000.0,0.0,40.398,15.424948670398354,78125.0,39.501,67.84,stable,0.19999999999999996,0.28904282115869007,0.3221957040572792,0.24324324324324326,0.008331456879081288,0.5038022813688212,0.25,0.26086956521739135
170733,Gervinho,33,78,Ivory Coast,Parma,LW,Right,353.0,63,73,337,421,91,69,59.0,73,52,177.8,64.9,3.0,15,610,71,40.7,40.7,1500000.0,2018.0,0.12,positive,5.0,7,0,1089,veteran,68.75,68.33,53.42,forward,False,True,False,False,False,high,0.863,0,234.0,5.0,1500000.0,1500000.0,1500000.0,0.0,1500000.0,0.0,54.061,14.220976332738882,19231.0,46.101,78.0,stable,0.6000000000000001,0.7159949622166247,0.3102625298329356,0.3378378378378379,0.1364557532087368,0.494296577946768,0.1875,0.7391304347826086
251438,Nuno Santos,21,69,Portugal,Boavista FC,CAM,Right,290.0,52,74,329,374,79,72,59.0,68,63,165.1,58.1,4.0,11,785,113,71.4,71.4,2000000.0,2020.0,0.289,positive,5.0,-5,0,441,developing,67.25,66.0,47.46,midfielder,False,False,False,True,False,high,0.823,0,276.0,3.0,1500000.0,1200000.0,1500000.0,0.0,1500000.0,0.0,48.832,14.220976332738882,21739.0,39.06,74.52,stable,0.34285714285714275,0.5283375314861462,0.29594272076372313,0.3220945945945946,0.1758612925016888,0.6013941698352344,0.25,0.21739130434782605
224458,Diogo Jota,23,80,Portugal,Liverpool,CAM,Right,344.0,52,72,370,422,88,82,66.0,79,73,177.8,73.0,5.0,15,561,125,37.4,37.4,45000000.0,2020.0,0.083,positive,5.0,-3,1,529,developing,76.5,68.67,54.72,midfielder,False,False,False,True,False,high,0.874,0,400.0,5.0,45000000.0,45000000.0,45000000.0,0.0,45000000.0,0.0,55.174,17.622173069956816,562500.0,47.825,83.2,stable,0.657142857142857,0.7569269521410579,0.3842482100238664,0.3401351351351352,0.12542220220671021,0.47084917617237004,0.3125,0.30434782608695654
243812,Rodrygo,19,79,Brazil,Real Madrid,RM,Right,352.0,62,73,374,424,88,71,73.0,81,45,175.3,64.0,6.0,14,203,37,14.5,14.5,35000000.0,2019.0,0.204,positive,5.0,-7,0,361,youth,71.75,68.67,54.6,midfielder,False,False,False,True,False,high,0.954,0,474.0,1.0,35000000.0,35000000.0,35000000.0,0.0,35000000.0,0.0,55.714,17.370858648025116,443038.0,52.088,88.48,stable,0.6285714285714286,0.7531486146095717,0.33890214797136037,0.3401351351351352,0.0448097275388426,0.5475285171102661,0.375,0.13043478260869568
252086,Son,26,71,Spain,Levante UD,RB,Right,281.0,63,67,289,352,75,44,64.0,79,65,177.8,72.1,4.0,2,31,3,15.5,15.5,800000.0,2020.0,-0.125,negative,4.0,0,1,676,prime,70.75,58.0,46.84,defender,True,False,False,False,False,low,0.993,0,284.0,1.0,800000.0,800000.0,800000.0,0.0,800000.0,0.0,46.255,13.592368256649284,11268.0,46.512,71.0,stable,0.3999999999999999,0.5088161209068011,0.32935560859188545,0.26804054054054055,0.006079711776626886,0.33903675538656525,0.25,0.4347826086956521
