player_id,date,position,performance_rating,goals_assists,minutes_played,days_injured,social_sentiment_score,contract_duration_months,market_value
2,2020-05-01,Forward,66.07,3,5,0,-0.3318,25,5306952.48
2,2020-06-01,Forward,69.46,0,78,0,-0.3145,24,5501288.67
2,2020-07-01,Forward,67.66,1,250,0,-0.2655,23,5075785.13
2,2020-08-01,Forward,65.45,4,273,0,-0.1809,22,5165843.98
2,2020-09-01,Forward,67.46,0,239,0,-0.2345,21,5263123.59
2,2020-10-01,Forward,65.18,5,99,0,-0.7965,20,4893760.88
2,2020-11-01,Forward,67.34,2,159,0,-0.0144,19,5349987.11
2,2020-12-01,Forward,72.93,0,55,0,0.2337,18,5589462.67
2,2021-01-01,Forward,65.07,1,133,0,-0.0456,17,5212318.69
2,2021-02-01,Forward,65.51,4,0,0,-0.6914,16,4836306.44
2,2021-03-01,Forward,71.3,3,90,0,-0.5819,15,5342034.5
2,2021-04-01,Forward,71.15,0,47,0,0.0843,14,5657456.33
2,2021-05-01,Forward,71.07,2,92,0,-0.0596,13,5694840.53
2,2021-06-01,Forward,74.09,2,196,0,-0.2882,12,5475785.65
2,2021-07-01,Forward,66.11,0,144,0,-0.8483,11,4343580.71
2,2021-08-01,Forward,67.76,1,120,0,0.0872,10,4823427.9
2,2021-09-01,Forward,68.04,3,94,0,-0.7316,9,4707686.16
2,2021-10-01,Forward,69.95,2,230,9,0.077,8,4765756.67
2,2021-11-01,Forward,70.18,4,278,0,0.1374,7,5396480.31
2,2021-12-01,Forward,66.96,3,1,0,0.0695,6,4773297.28
2,2022-01-01,Forward,65.42,4,193,0,-0.1585,5,4562336.85
2,2022-02-01,Forward,72.73,1,164,0,0.3161,4,5813228.22
2,2022-03-01,Forward,75.05,4,265,0,0.2502,3,5885858.32
2,2022-04-01,Forward,75.18,1,88,0,0.0853,2,5371787.55
2,2022-05-01,Forward,70.64,2,301,0,-0.5834,1,5010581.83
2,2022-06-01,Forward,67.8,2,100,0,-0.3061,0,4583777.25
2,2022-07-01,Forward,70.12,0,200,0,-0.4061,0,4919676.86
2,2022-08-01,Forward,70.97,1,43,0,0.1857,0,4979509.2
2,2022-09-01,Forward,73.74,1,50,0,0.1472,0,5219226.18
2,2022-10-01,Forward,70.76,0,137,0,0.1374,0,5020603.75
2,2022-11-01,Forward,67.93,3,13,0,-0.577,0,4674091.8
2,2022-12-01,Forward,67.31,4,163,0,-0.11,0,4836724.91
2,2023-01-01,Forward,74.28,5,87,0,-0.4908,0,4698404.96
2,2023-02-01,Forward,71.47,5,342,0,-0.0704,0,4955771.57
2,2023-03-01,Forward,74.2,4,233,0,-0.1353,0,4891827.76
2,2023-04-01,Forward,76.65,4,135,0,-0.2117,0,5428048.83
2,2023-05-01,Forward,67.46,2,271,0,-0.7641,0,4467146.88
2,2023-06-01,Forward,74.23,5,160,0,0.4571,0,5052885.99
2,2023-07-01,Forward,68.47,5,342,0,-0.5567,0,4179341.67
2,2023-08-01,Forward,76.93,3,86,0,-0.3036,0,5091977.09
2,2023-09-01,Forward,71.33,0,0,13,0.0629,0,4404103.11
2,2023-10-01,Forward,72.15,4,264,0,-0.4919,0,4707805.66
2,2023-11-01,Forward,76.24,3,78,0,0.0335,0,4932669.93
2,2023-12-01,Forward,76.97,5,222,0,0.165,0,5111467.38
2,2024-01-01,Forward,75.31,0,12,0,-0.2582,0,4628880.89
2,2024-01-01,Forward,78.03,3,0,23,-0.2542,0,4593281.87
2,2024-03-01,Forward,77.75,0,0,22,-0.2392,0,4635772.31
2,2024-03-01,Forward,70.65,1,99,0,-0.517,0,4420673.78
2,2024-04-01,Forward,72.17,3,135,0,0.3406,0,4744707.44
3,2018-07-01,Goalkeeper,71.11,1,70,0,0.187,48,5724624.1
3,2018-07-01,Goalkeeper,75.32,0,289,0,-0.4402,47,5305764.54
3,2018-08-01,Goalkeeper,72.07,0,228,0,0.2487,46,5802859.64
3,2018-09-01,Goalkeeper,70.67,0,114,0,-0.4093,45,5000408.13
3,2018-10-01,Goalkeeper,66.72,1,275,0,-0.3887,44,4976035.23
3,2018-11-01,Goalkeeper,71.09,0,253,0,-0.0065,43,5474455.73
3,2018-12-01,Goalkeeper,66.65,0,338,0,-0.1815,42,5272012.66
3,2019-01-01,Goalkeeper,67.19,0,127,0,0.0998,41,5401198.26
3,2019-02-01,Goalkeeper,65.7,1,55,0,-0.2242,40,4954521.9
3,2019-03-01,Goalkeeper,74.69,0,197,0,-0.1152,39,5413670.58
3,2019-04-01,Goalkeeper,73.78,1,254,0,-0.0371,38,5435738.07
3,2019-05-01,Goalkeeper,67.13,0,357,0,0.0118,37,5007515.31
3,2019-06-01,Goalkeeper,67.28,0,73,0,0.0729,36,4900890.68
3,2019-07-01,Goalkeeper,71.33,0,17,0,-0.3319,35,5131657.72
3,2019-08-01,Goalkeeper,72.46,1,0,29,-0.413,34,4219873.09
3,2019-09-01,Goalkeeper,66.93,1,249,0,-0.6711,33,4382636.98
3,2019-10-01,Goalkeeper,74.47,1,119,7,0.1171,32,5542803.45
3,2019-11-01,Goalkeeper,70.18,1,251,7,-0.5768,31,4760317.75
3,2019-12-01,Goalkeeper,69.59,1,219,0,-0.2738,30,4938309.45
3,2020-01-01,Goalkeeper,73.99,1,349,0,-0.12,29,5505993.17
3,2020-02-01,Goalkeeper,74.26,1,200,0,-0.1126,28,5388554.64
3,2020-03-01,Goalkeeper,71.14,0,167,0,-0.0228,27,5420881.22
3,2020-04-01,Goalkeeper,68.88,1,72,0,-0.715,26,4691608.43
3,2020-05-01,Goalkeeper,71.96,0,57,0,0.2119,25,5210581.19
3,2020-06-01,Goalkeeper,72.12,0,327,0,-0.2769,24,4858239.61
3,2020-07-01,Goalkeeper,78.25,0,8,16,-0.234,23,4637404.14
3,2020-08-01,Goalkeeper,73.3,1,231,0,0.2036,22,5440860.79
3,2020-09-01,Goalkeeper,75.34,0,31,0,0.3133,21,5602564.27
3,2020-10-01,Goalkeeper,77.65,0,296,0,0.1125,20,5498524.7
3,2020-11-01,Goalkeeper,72.24,1,303,0,-0.5002,19,4967890.07
3,2020-12-01,Goalkeeper,78.27,1,230,0,0.3039,18,5403940.15
3,2021-01-01,Goalkeeper,68.84,0,153,0,-0.0288,17,4580739.61
3,2021-02-01,Goalkeeper,76.3,1,353,0,0.1315,16,5124496.42
3,2021-03-01,Goalkeeper,73.74,0,94,0,-0.1817,15,5258760.29
3,2021-04-01,Goalkeeper,72.34,0,103,0,0.0922,14,4832245.43
3,2021-05-01,Goalkeeper,71.78,0,82,0,-0.3164,13,4861400.82
3,2021-06-01,Goalkeeper,75.91,1,213,0,0.4693,12,5460966.68
3,2021-07-01,Goalkeeper,73.16,1,189,0,0.1038,11,4904580.04
3,2021-08-01,Goalkeeper,78.98,0,250,0,0.4101,10,5358698.48
3,2021-09-01,Goalkeeper,76.66,0,96,0,-0.1716,9,5102405.88
3,2021-10-01,Goalkeeper,71.53,1,50,0,-0.1223,8,4780559.65
3,2021-11-01,Goalkeeper,73.83,0,7,14,-0.1197,7,4238914.13
3,2021-12-01,Goalkeeper,79.07,1,233,0,0.0436,6,5253505.17
3,2022-01-01,Goalkeeper,76.02,0,2,0,-0.0243,5,4960876.62
3,2022-02-01,Goalkeeper,79.61,1,190,0,0.589,4,5313289.97
3,2022-03-01,Goalkeeper,76.47,1,113,0,-0.1731,3,4966014.21
3,2022-04-01,Goalkeeper,74.87,1,116,0,-0.338,2,4560576.27
3,2022-05-01,Goalkeeper,70.87,0,185,0,0.325,1,4675165.6
3,2022-06-01,Goalkeeper,80.52,1,2,0,-0.235,0,4937736.65
3,2022-07-01,Goalkeeper,81.23,0,8,0,0.1414,0,4891058.7
3,2022-08-01,Goalkeeper,79.4,1,83,0,0.621,0,5450472.91
3,2022-09-01,Goalkeeper,81.1,0,224,0,0.4666,0,5208056.93
3,2022-10-01,Goalkeeper,73.26,1,0,13,0.3989,0,4422906.88
3,2022-11-01,Goalkeeper,74.09,1,35,0,-0.3791,0,4328418.84
3,2022-12-01,Goalkeeper,74.69,1,184,0,-0.4586,0,4415278.67
3,2023-01-01,Goalkeeper,78.78,1,76,0,0.3869,0,5043029.46
3,2023-02-01,Goalkeeper,75.49,0,124,15,-0.2246,0,4206311.76
3,2023-03-01,Goalkeeper,77.14,1,42,0,-0.3784,0,4469385.19
3,2023-04-01,Goalkeeper,79.83,0,0,9,-0.2144,0,4446149.83
3,2023-05-01,Goalkeeper,75.94,1,178,0,-0.2226,0,4477826.85
3,2023-06-01,Goalkeeper,74.28,1,94,0,-0.527,0,3944225.32
3,2023-07-01,Goalkeeper,80.75,1,264,0,0.357,0,4788860.24
3,2023-08-01,Goalkeeper,75.43,1,90,0,-0.1083,0,4243672.86
3,2023-09-01,Goalkeeper,74.55,0,60,0,-0.231,0,4186455.41
3,2023-10-01,Goalkeeper,77.05,0,96,0,0.1538,0,4592772.13
3,2023-11-01,Goalkeeper,80.58,1,130,0,0.5769,0,4812247.91
3,2023-12-01,Goalkeeper,81.87,0,217,0,0.0569,0,4955353.58
3,2024-01-01,Goalkeeper,78.88,0,163,0,0.1803,0,4661262.97
3,2024-01-01,Goalkeeper,78.15,1,199,0,-0.2431,0,4281590.55
3,2024-03-01,Goalkeeper,77.86,1,160,0,-0.3089,0,4439271.26
3,2024-03-01,Goalkeeper,80.89,1,126,0,0.521,0,5000973.32
3,2024-04-01,Goalkeeper,78.15,1,241,0,0.5246,0,4956597.82
4,2018-07-01,Forward,63.13,2,86,0,-0.0613,48,35155378.3
4,2018-07-01,Forward,68.24,0,222,0,0.039,47,36192629.11
4,2018-08-01,Forward,69.51,2,110,0,0.1178,46,38749284.64
4,2018-09-01,Forward,68.03,0,122,0,-0.0998,45,37834253.06
4,2018-10-01,Forward,73.07,1,167,0,0.2995,44,42140292.72
4,2018-11-01,Forward,65.48,4,330,0,-0.5706,43,31479554.53
4,2018-12-01,Forward,63.31,2,241,0,-0.8173,42,30061165.95
4,2019-01-01,Forward,67.19,3,144,0,-0.1439,41,33767245.8
4,2019-02-01,Forward,68.75,0,35,0,-0.2022,40,37124028.51
4,2019-03-01,Forward,63.5,0,332,0,-0.9324,39,32111978.67
4,2019-04-01,Forward,69.66,4,100,9,0.0217,38,35635590.78
4,2019-05-01,Forward,63.9,4,219,0,-0.7882,37,30249481.36
4,2019-06-01,Forward,74.44,5,347,0,-0.0663,36,39064205.39
4,2019-07-01,Forward,73.92,2,168,0,-0.0769,35,35693077.92
4,2019-08-01,Forward,72.63,5,186,0,-0.3676,34,34045916.99
4,2019-09-01,Forward,67.51,5,0,5,-0.0341,33,33726422.47
4,2019-10-01,Forward,67.52,1,73,0,0.0948,32,35344245.19
4,2019-11-01,Forward,68.73,2,203,0,-0.2172,31,33312946.71
4,2019-12-01,Forward,68.24,2,155,0,-0.0414,30,34375494.81
4,2020-01-01,Forward,72.03,3,179,0,-0.5131,29,35908460.69
4,2020-02-01,Forward,68.01,1,337,0,-0.2911,28,34192070.1
4,2020-03-01,Forward,65.89,0,328,0,0.0168,27,35284263.92
4,2020-04-01,Forward,65.29,4,118,0,-0.63,26,31710729.96
4,2020-05-01,Forward,72.5,5,199,0,0.2135,25,37849847.91
4,2020-06-01,Forward,71.97,5,128,0,0.1036,24,34409166.27
4,2020-07-01,Forward,74.5,3,28,0,0.3136,23,37185953.19
4,2020-08-01,Forward,74.19,3,279,0,0.4165,22,36729190.03
4,2020-09-01,Forward,68.68,4,158,0,-0.4031,21,31227380.79
4,2020-10-01,Forward,67.7,5,111,0,0.1341,20,34670950.81
4,2020-11-01,Forward,74.49,0,139,0,-0.0447,19,35364847.22
4,2020-12-01,Forward,72.87,5,45,0,-0.1652,18,36071962.38
4,2021-01-01,Forward,71.81,2,71,0,0.3305,17,34393836.94
4,2021-02-01,Forward,75.15,5,209,0,0.3834,16,39170886.88
4,2021-03-01,Forward,67.17,4,144,0,-0.0335,15,33127916.66
4,2021-04-01,Forward,70.38,5,342,0,-0.1347,14,32840896.76
4,2021-05-01,Forward,75.63,2,111,0,-0.1739,13,37420442.11
4,2021-06-01,Forward,75.34,1,0,24,0.0408,12,28919525.1
4,2021-07-01,Forward,72.81,0,99,0,-0.5737,11,32062213.34
4,2021-08-01,Forward,73.79,0,335,0,0.4405,10,34079637.76
4,2021-09-01,Forward,71.93,5,146,0,0.1448,9,32788249.86
4,2021-10-01,Forward,76.92,0,40,14,0.0143,8,32623386.38
4,2021-11-01,Forward,73.72,3,226,0,-0.5132,7,31129893.9
4,2021-12-01,Forward,70.89,5,197,0,-0.606,6,30798132.95
4,2022-01-01,Forward,73.26,0,311,0,-0.2768,5,32420947.08
4,2022-02-01,Forward,73.18,4,76,16,0.1395,4,32481920.5
4,2022-03-01,Forward,76.68,2,144,0,-0.3019,3,34073878.65
4,2022-04-01,Forward,68.7,0,120,0,-0.3203,2,29271324.5
4,2022-05-01,Forward,69.22,2,357,0,0.2326,1,31831756.84
4,2022-06-01,Forward,71.87,1,97,0,-0.4886,0,29351430.98
4,2022-07-01,Forward,78.06,5,16,0,-0.0218,0,32661161.03
4,2022-08-01,Forward,77.7,2,288,0,0.3251,0,32698136.42
4,2022-09-01,Forward,74.12,1,148,0,0.3336,0,34202770.56
4,2022-10-01,Forward,76.03,5,207,0,-0.0169,0,33864419.67
4,2022-11-01,Forward,78.65,2,323,0,0.4459,0,34836156.01
4,2022-12-01,Forward,78.6,3,312,0,0.0987,0,32948305.62
4,2023-01-01,Forward,70.54,4,0,29,0.1321,0,25369183.97
4,2023-02-01,Forward,76.52,0,8,0,0.4041,0,35505971.26
4,2023-03-01,Forward,72.29,5,319,0,0.2101,0,32461100.09
4,2023-04-01,Forward,71.15,2,330,0,0.3017,0,31087088.39
4,2023-05-01,Forward,75.35,4,135,0,0.162,0,32452910.9
4,2023-06-01,Forward,72.68,2,14,0,0.2668,0,30997505.23
4,2023-07-01,Forward,77.69,1,184,0,0.0037,0,30328180.18
4,2023-08-01,Forward,74.53,3,358,0,-0.2349,0,28820998.66
4,2023-09-01,Forward,74.46,2,304,0,0.0814,0,29994921.69
4,2023-10-01,Forward,78.1,5,113,0,0.2649,0,33578694.49
4,2023-11-01,Forward,74.46,1,0,29,-0.4125,0,24604310.7
4,2023-12-01,Forward,80.12,0,327,0,0.6987,0,33056036.16
4,2024-01-01,Forward,77.15,1,25,0,0.11,0,32261011.5
4,2024-01-01,Forward,74.53,1,284,0,0.2631,0,32062882.75
4,2024-03-01,Forward,78.12,0,65,0,0.6062,0,32164494.17
4,2024-03-01,Forward,77.18,3,274,0,0.4448,0,31794127.94
4,2024-04-01,Forward,75.33,5,108,0,0.2659,0,32059162.85
5,2018-07-01,Forward,64.79,0,64,0,-0.6655,48,22873790.65
5,2018-07-01,Forward,63.71,2,228,0,-0.0996,47,23906877.63
5,2018-08-01,Forward,58.1,0,61,0,-0.8646,46,19073709.81
5,2018-09-01,Forward,60.53,0,124,0,-0.803,45,21103306.47
5,2018-10-01,Forward,58.74,5,126,0,-0.5816,44,21380853.34
5,2018-11-01,Forward,61.37,1,306,0,-0.6521,43,21398872.28
5,2018-12-01,Forward,63.31,1,175,0,-0.6737,42,22421845.32
5,2019-01-01,Forward,58.53,1,133,0,-0.2048,41,22588712.89
5,2019-02-01,Forward,61.57,4,222,0,-0.8798,40,21609586.49
5,2019-03-01,Forward,63.98,1,162,0,-0.5297,39,23525026.66
5,2019-04-01,Forward,63.59,2,319,0,-0.2139,38,22354973.28
5,2019-05-01,Forward,58.14,3,78,0,-0.1869,37,20637176.32
5,2019-06-01,Forward,64.59,5,59,21,-0.8197,36,18309958.55
5,2019-07-01,Forward,64.57,4,170,0,-0.7141,35,21162604.52
5,2019-08-01,Forward,66.5,3,59,0,-0.002,34,22719630.73
5,2019-09-01,Forward,66.43,1,51,0,-0.2703,33,22789266.86
5,2019-10-01,Forward,62.49,3,309,0,-0.8725,32,21199777.56
5,2019-11-01,Forward,62.73,3,241,0,-0.1633,31,22538664.71
5,2019-12-01,Forward,58.63,1,160,0,-0.3599,30,21033301.93
5,2020-01-01,Forward,58.25,5,297,0,-0.7817,29,19813786.88
5,2020-02-01,Forward,67.6,4,256,0,-0.4734,28,23200153.26
5,2020-03-01,Forward,60.85,3,201,0,-0.9743,27,18858802.85
5,2020-04-01,Forward,66.51,1,173,0,-0.3429,26,23672657.2
5,2020-05-01,Forward,65.3,0,162,0,-0.3326,25,22071411.64
5,2020-06-01,Forward,69.12,5,11,0,-0.2491,24,22075076.41
5,2020-07-01,Forward,65.88,3,359,0,0.0043,23,22590573.38
5,2020-08-01,Forward,66.05,2,178,0,-0.3262,22,20990935.16
5,2020-09-01,Forward,60.59,4,296,0,-0.6881,21,18538849.01
5,2020-10-01,Forward,68.2,2,5,0,-0.2937,20,22414962.21
5,2020-11-01,Forward,63.25,3,313,0,-0.4549,19,21418788.58
5,2020-12-01,Forward,66.94,2,79,0,0.0133,18,21655044.25
5,2021-01-01,Forward,68.16,1,314,0,-0.5704,17,22276674.97
5,2021-02-01,Forward,59.8,1,179,0,-0.8851,16,18411027.91
5,2021-03-01,Forward,66.54,1,215,0,-0.0585,15,21568909.02
5,2021-04-01,Forward,67.3,1,39,0,-0.268,14,22413672.72
5,2021-05-01,Forward,63.99,1,259,0,-0.4928,13,20222419.8
5,2021-06-01,Forward,68.02,2,51,0,-0.4249,12,20335923.32
5,2021-07-01,Forward,66.5,2,360,0,-0.6599,11,19730920.09
5,2021-08-01,Forward,68.97,4,228,0,-0.4987,10,21102805.15
5,2021-09-01,Forward,70.25,0,2,8,-0.0071,9,22537182.25
5,2021-10-01,Forward,62.02,4,59,0,-0.4367,8,18949156.89
5,2021-11-01,Forward,63.22,1,38,0,-0.5055,7,19830522.7
5,2021-12-01,Forward,68.73,2,21,15,0.1216,6,19920783.0
5,2022-01-01,Forward,65.88,2,173,0,-0.8601,5,19960556.49
5,2022-02-01,Forward,69.82,2,169,0,-0.6802,4,21367452.76
5,2022-03-01,Forward,69.11,3,259,0,0.1715,3,22569500.56
5,2022-04-01,Forward,61.65,5,264,0,-0.8463,2,18861194.11
5,2022-05-01,Forward,61.82,5,286,0,-0.8955,1,18189057.83
5,2022-06-01,Forward,65.88,3,20,22,-0.7267,0,16514631.81
5,2022-07-01,Forward,65.01,3,0,20,-0.8334,0,16021407.56
5,2022-08-01,Forward,62.97,3,238,0,-0.7592,0,18141141.64
5,2022-09-01,Forward,66.65,4,88,0,0.0416,0,19693343.2
5,2022-10-01,Forward,62.75,0,304,0,-0.3398,0,17802370.2
5,2022-11-01,Forward,70.86,1,4,0,-0.156,0,20937250.41
5,2022-12-01,Forward,65.38,0,207,0,0.0536,0,19904665.64
5,2023-01-01,Forward,71.27,5,190,0,-0.3943,0,20826858.37
5,2023-02-01,Forward,68.93,0,58,0,-0.6994,0,19352976.18
5,2023-03-01,Forward,62.66,5,103,21,-0.1323,0,17209177.74
5,2023-04-01,Forward,66.45,5,24,0,-0.7038,0,19403869.39
5,2023-05-01,Forward,71.15,2,321,0,0.2304,0,21110131.2
5,2023-06-01,Forward,73.26,0,30,0,0.0495,0,21362128.26
5,2023-07-01,Forward,66.64,5,0,24,-0.1887,0,16160237.12
5,2023-08-01,Forward,66.29,0,87,10,-0.324,0,17150171.85
5,2023-09-01,Forward,65.05,1,311,0,-0.8481,0,16913858.88
5,2023-10-01,Forward,64.44,3,148,0,-0.5143,0,16840474.15
5,2023-11-01,Forward,65.58,3,241,0,-0.0838,0,17595052.74
5,2023-12-01,Forward,71.92,3,160,0,-0.4891,0,19926302.58
5,2024-01-01,Forward,64.58,0,317,0,-0.5051,0,17593246.8
5,2024-01-01,Forward,73.31,5,274,0,0.1825,0,20264490.1
5,2024-03-01,Forward,68.23,1,239,0,-0.2708,0,18793242.72
5,2024-03-01,Forward,64.81,4,196,0,-0.0739,0,18804330.5
5,2024-04-01,Forward,65.43,3,96,0,-0.8165,0,16361938.08
6,2018-07-01,Goalkeeper,71.53,1,53,0,-0.068,48,20297217.54
6,2018-07-01,Goalkeeper,70.32,0,109,0,-0.3331,47,20609405.84
6,2018-08-01,Goalkeeper,75.02,0,42,0,0.0129,46,21966560.4
6,2018-09-01,Goalkeeper,70.86,0,31,0,-0.347,45,19083552.44
6,2018-10-01,Goalkeeper,74.48,0,225,0,0.2318,44,22103473.49
6,2018-11-01,Goalkeeper,69.2,0,296,0,0.2446,43,21140615.47
6,2018-12-01,Goalkeeper,72.37,1,108,0,-0.0944,42,21084627.9
6,2019-01-01,Goalkeeper,76.0,0,35,0,-0.2673,41,20975246.44
6,2019-02-01,Goalkeeper,72.52,1,248,0,-0.2913,40,21216503.63
6,2019-03-01,Goalkeeper,73.35,1,189,0,-0.1519,39,20056807.43
6,2019-04-01,Goalkeeper,71.73,1,277,0,-0.0188,38,20069918.66
6,2019-05-01,Goalkeeper,69.12,0,197,0,-0.2797,37,19359019.88
